"marca";"nome";"preco_antigo_reais";"preco_antigo_centavos";"preco_novo_reais";"preco_novo_centavos";"nota";"qtde_avaliacoes";"_fonte";"_data_coleta";"preco_antigo";"preco_novo"
"";"Tênis Masculino Exclusivo Sport New Balance 997s Lançamento";211.0;99.0;190.0;99.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";211.99;190.99
"NEW";"Tenis Fast Respirável Ultra Leve 33y Envio Imediato Original";0.0;0.0;167.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;167.0
"";"Tênis Masculino Scuderia Ferrari New Esportivo Corrida Leve";249.0;90.0;124.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.9;124.9
"MIZUNO";"Tênis Masculino Wave Prophecy 8 Pro Ls Areia Novo Na Caixa";0.0;0.0;159.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;159.0
"MIZUNO";"Tenis Feminino Academia Promoção Nirvana 9 Fit";0.0;0.0;149.0;0.0;4.5;173;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"";"Tenis Bolha Plus 3 Tn Masculino Adulto Molas Treino Promoção";0.0;0.0;149.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"MIZUNO";"Tênis Pro 8 Wave Unissex Refletivo Confortável Oferta Única";479.0;60.0;402.0;60.0;4.0;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";479.6;402.6
"ASICS";"Tênis Asics Feminino E Masculino Academia Treino Promoção";249.0;90.0;104.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.9;104.9
"";"Tênis Masculino Tn Plus 3 Lançamento Envio Imediato";0.0;0.0;149.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"NEW BALANCE";"Tênis Masculino New Balance 247 Original Academia Corrida";349.0;90.0;115.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";349.9;115.9
"WAVE";"Tênis Masculino Wave Creation Confortável Promoção Academia";0.0;0.0;99.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;99.0
"ASICS";"Tênis Masculino Asics Gel Original Garantia Pronta Entrega";249.0;90.0;119.0;90.0;3.0;4;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.9;119.9
"MIZUNO";"Tenis Masculino Feminino Nirvana 9 Promoção Esportivo";0.0;0.0;149.0;0.0;4.7;29;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;149.0
"MIZUNO";"Tênis Masculinos Pro 9 Wave Corrida Passeios Preto Esportivo";0.0;0.0;269.0;0.0;4.5;99;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;269.0
"OLYMPIKUS";"Tênis Masculino Olympikus Original Academia Leve Macio Novo";0.0;0.0;99.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;99.0
"";"Tenis Neoprene Prático Confortável Bike Corrida Pesca Trilha";0.0;0.0;132.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;132.0
"NEW BALANCE";"Tênis Masculino New Balance 247 Original Academia Novo Leve";349.0;90.0;139.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";349.9;139.9
"PUMA";"Tênis Puma Masculino Automobilismo Ferrari New / Promoção";179.0;90.0;170.0;90.0;3.5;6;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";179.9;170.9
"MIZUNO";"Tenis Nirvana 9 Leve Macio Academia Fit Caminhada";0.0;0.0;159.0;0.0;5.0;2;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;159.0
"NEW BALANCE";"Tênis Masculino New Balance 247 Promoção Leve Novo Oferta ";349.0;90.0;139.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";349.9;139.9
"ASICS";"Tênis Asics Masculino Feminino Esportivo Envio Imediato ";0.0;0.0;103.0;0.0;4.0;110;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;103.0
"ASICS";"Tênis Masculino Gel Sendai Academia Corrida Oferta Barato";249.0;90.0;119.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";249.9;119.9
"MIZUNO";"Tênis 12 Molas Masculino  Pro 7 Camaleão Refletivo Promocao";0.0;0.0;159.0;0.0;4.0;2;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;159.0
"MIZUNO";"Tênis Mizuno Masculino 12s Lançamento!";339.0;97.0;166.0;97.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";339.97;166.97
"";"Sapatilha Hibrida Nautica Pesca Esportiva Corrida Pedal";0.0;0.0;43.0;0.0;4.7;63;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;43.0
"OUSY SHOES";"Kit Tênis Masculino Caminhada 3 Pares Easy Confortável Combo";229.0;90.0;188.0;90.0;4.5;6050;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";229.9;188.9
"MUNDO TEXANO";"Tênis Sapatênis Casual Couro Palmilha Gel Conforto 3019 Bg23";0.0;0.0;248.0;0.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;248.0
"HEADER";"Tenis Masculino Spider Corrida Caminhada Leve Barato Oferta";75.0;0.0;59.0;0.0;4.4;5;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";75.0;59.0
"";"Tenis Masculino Yezee Leve Corrida Lançamento Super Promoção";78.0;90.0;73.0;90.0;5.0;10;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";78.9;73.9
"SOFT WORKS";"Sapato Super Leve Macio Antiderrapante Cozinha Enfermagem Ca";0.0;0.0;78.0;0.0;4.4;7;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;78.0
"";"Tênis Para Treino Academia Caminhada Corrida Leve 33y";189.0;90.0;169.0;90.0;4.7;7;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";189.9;169.9
"";"Tênis Esportivo Fast Pro Tenis New Fashion Respirável Branco";189.0;90.0;169.0;90.0;0.0;0;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";189.9;169.9
"";"Tênis Esportivo Fast Pro Tenis New Fashion Respirável";199.0;90.0;169.0;90.0;3.9;18;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";199.9;169.9
"OLYMPIKUS";"Olympikus Griff Masculino Adultos";0.0;0.0;229.0;0.0;4.5;8;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";0.0;229.0
"";"Tênis Esportivo Fast Pro Tenis New Fashion Respirável Verde";189.0;90.0;169.0;90.0;5.0;3;"https://lista.mercadolivre.com.br/tenis-corrida-masculino";"2024-06-10 23:19:47";189.9;169.9
